10:17:05.152107 IP 112.26.0.8.36004 > 112.26.0.1.43445: Flags [S], seq 604036043, win 65535, options [mss 1460,sackOK,TS val 4294851649 ecr 0,nop,wscale 6,mptcp capable csum {0x5fe731cb2a0ffaa8}], length 0
10:17:05.176521 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [S.], seq 3411350881, ack 604036044, win 65535, options [mss 1460,sackOK,TS val 99544 ecr 4294851649,nop,wscale 6,mptcp capable csum {0x95b44a60aabf03a2}], length 0
10:17:05.353998 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [S.], seq 3411350881, ack 604036044, win 65535, options [mss 1460,sackOK,TS val 99544 ecr 4294851649,nop,wscale 6,mptcp capable csum {0x95b44a60aabf03a2}], length 0
10:17:05.472541 IP 112.26.0.8.36004 > 112.26.0.1.43445: Flags [.], ack 1, win 1369, options [nop,nop,TS val 4294854113 ecr 99544,mptcp capable csum {0x5fe731cb2a0ffaa8,0x95b44a60aabf03a2},mptcp dss ack 3866414399], length 0
10:17:05.475920 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], ack 1, win 1339, options [nop,nop,TS val 99849 ecr 4294854113,mptcp add-addr id 3 112.26.1.1,mptcp dss ack 1720219151], length 0
10:18:54.229906 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 990845:992273, ack 1, win 4017, options [nop,nop,TS val 208602 ecr 4294962327,mptcp dss ack 1720219151 seq 3869981355 subseq 990845 len 1428 csum 0xfff4], length 1428
10:18:54.232921 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 990845:992273, ack 1, win 4017, options [nop,nop,TS val 208602 ecr 4294962327,mptcp dss ack 1720219151 seq 3869981355 subseq 990845 len 1428 csum 0xfff4], length 1428
10:18:54.421177 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 992273:993701, ack 1, win 4017, options [nop,nop,TS val 208795 ecr 4294962430,mptcp dss ack 1720219151 seq 3869998491 subseq 992273 len 1428 csum 0x81ab], length 1428
10:18:54.440580 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 992273:993701, ack 1, win 4017, options [nop,nop,TS val 208795 ecr 4294962430,mptcp dss ack 1720219151 seq 3869998491 subseq 992273 len 1428 csum 0x81ab], length 1428
10:18:54.520641 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 993701:995129, ack 1, win 4017, options [nop,nop,TS val 208795 ecr 4294962551,mptcp dss ack 1720219151 seq 3869999919 subseq 993701 len 1428 csum 0x43e5], length 1428
10:18:54.523074 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 993701:995129, ack 1, win 4017, options [nop,nop,TS val 208795 ecr 4294962551,mptcp dss ack 1720219151 seq 3869999919 subseq 993701 len 1428 csum 0x43e5], length 1428
10:18:54.568613 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 995129:996557, ack 1, win 4017, options [nop,nop,TS val 208934 ecr 4294962633,mptcp dss ack 1720219151 seq 3870007059 subseq 995129 len 1428 csum 0xe435], length 1428
10:18:54.610481 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 995129:996557, ack 1, win 4017, options [nop,nop,TS val 208934 ecr 4294962633,mptcp dss ack 1720219151 seq 3870007059 subseq 995129 len 1428 csum 0xe435], length 1428
10:18:54.725883 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 996557:997985, ack 1, win 4017, options [nop,nop,TS val 209100 ecr 4294962781,mptcp dss ack 1720219151 seq 3870019911 subseq 996557 len 1428 csum 0x9fa6], length 1428
10:18:54.729001 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 996557:997985, ack 1, win 4017, options [nop,nop,TS val 209100 ecr 4294962781,mptcp dss ack 1720219151 seq 3870019911 subseq 996557 len 1428 csum 0x9fa6], length 1428
10:18:54.795705 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 997985:999413, ack 1, win 4017, options [nop,nop,TS val 209169 ecr 4294962876,mptcp dss ack 1720219151 seq 3870024195 subseq 997985 len 1428 csum 0x3fec], length 1428
10:18:54.817268 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 997985:999413, ack 1, win 4017, options [nop,nop,TS val 209169 ecr 4294962876,mptcp dss ack 1720219151 seq 3870024195 subseq 997985 len 1428 csum 0x3fec], length 1428
10:18:54.903800 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 999413:1000841, ack 1, win 4017, options [nop,nop,TS val 209169 ecr 4294962876,mptcp dss ack 1720219151 seq 3870025623 subseq 999413 len 1428 csum 0x9573], length 1428
10:18:54.913347 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 999413:1000841, ack 1, win 4017, options [nop,nop,TS val 209169 ecr 4294962876,mptcp dss ack 1720219151 seq 3870025623 subseq 999413 len 1428 csum 0x9573], length 1428
10:18:54.950265 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 1000841:1002269, ack 1, win 4017, options [nop,nop,TS val 209319 ecr 4294963024,mptcp dss ack 1720219151 seq 3870034191 subseq 1000841 len 1428 csum 0xccf0], length 1428
10:18:54.956476 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 1000841:1002269, ack 1, win 4017, options [nop,nop,TS val 209319 ecr 4294963024,mptcp dss ack 1720219151 seq 3870034191 subseq 1000841 len 1428 csum 0xccf0], length 1428
10:18:55.050568 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 1002269:1003697, ack 1, win 4017, options [nop,nop,TS val 209424 ecr 4294963144,mptcp dss ack 1720219151 seq 3870035619 subseq 1002269 len 1428 csum 0xb289], length 1428
10:18:55.063697 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 1002269:1003697, ack 1, win 4017, options [nop,nop,TS val 209424 ecr 4294963144,mptcp dss ack 1720219151 seq 3870035619 subseq 1002269 len 1428 csum 0xb289], length 1428
10:18:55.229639 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 1003697:1005125, ack 1, win 4017, options [nop,nop,TS val 209603 ecr 4294963287,mptcp dss ack 1720219151 seq 3870052755 subseq 1003697 len 1428 csum 0x74dd], length 1428
10:18:55.237510 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 1003697:1005125, ack 1, win 4017, options [nop,nop,TS val 209603 ecr 4294963287,mptcp dss ack 1720219151 seq 3870052755 subseq 1003697 len 1428 csum 0x74dd], length 1428
10:18:55.399514 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 1005125:1006553, ack 1, win 4017, options [nop,nop,TS val 209772 ecr 4294963509,mptcp dss ack 1720219151 seq 3870057039 subseq 1005125 len 1428 csum 0xc0b7], length 1428
10:18:55.412300 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 1005125:1006553, ack 1, win 4017, options [nop,nop,TS val 209772 ecr 4294963509,mptcp dss ack 1720219151 seq 3870057039 subseq 1005125 len 1428 csum 0xc0b7], length 1428
10:18:55.609327 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 1006553:1007981, ack 1, win 4017, options [nop,nop,TS val 209982 ecr 4294963645,mptcp dss ack 1720219151 seq 3870072747 subseq 1006553 len 1428 csum 0xf5e9], length 1428
10:18:55.646552 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 1006553:1007981, ack 1, win 4017, options [nop,nop,TS val 209982 ecr 4294963645,mptcp dss ack 1720219151 seq 3870072747 subseq 1006553 len 1428 csum 0xf5e9], length 1428
10:18:55.753633 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 1007981:1009409, ack 1, win 4017, options [nop,nop,TS val 210127 ecr 4294963753,mptcp dss ack 1720219151 seq 3870079887 subseq 1007981 len 1428 csum 0xca1d], length 1428
10:18:55.761959 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 1007981:1009409, ack 1, win 4017, options [nop,nop,TS val 210127 ecr 4294963753,mptcp dss ack 1720219151 seq 3870079887 subseq 1007981 len 1428 csum 0xca1d], length 1428
10:18:55.819105 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 1009409:1010837, ack 1, win 4017, options [nop,nop,TS val 210193 ecr 4294963823,mptcp dss ack 1720219151 seq 3870087027 subseq 1009409 len 1428 csum 0x2927], length 1428
10:18:55.886251 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 1009409:1010837, ack 1, win 4017, options [nop,nop,TS val 210193 ecr 4294963823,mptcp dss ack 1720219151 seq 3870087027 subseq 1009409 len 1428 csum 0x2927], length 1428
10:18:55.962717 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 1010837:1012265, ack 1, win 4017, options [nop,nop,TS val 210337 ecr 4294963964,mptcp dss ack 1720219151 seq 3870092739 subseq 1010837 len 1428 csum 0xeaef], length 1428
10:18:55.974775 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], seq 1010837:1012265, ack 1, win 4017, options [nop,nop,TS val 210337 ecr 4294963964,mptcp dss ack 1720219151 seq 3870092739 subseq 1010837 len 1428 csum 0xeaef], length 1428
10:18:57.360137 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [F.], seq 1012265, ack 1, win 4017, options [nop,nop,TS val 211734 ecr 4294965184,mptcp dss ack 1720219151], length 0
10:18:57.364962 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [F.], seq 1012265, ack 1, win 4017, options [nop,nop,TS val 211734 ecr 4294965184,mptcp dss ack 1720219151], length 0
10:18:57.507782 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], ack 2, win 4017, options [nop,nop,TS val 211879 ecr 4294966149,mptcp dss ack 1720219152], length 0
10:18:57.513378 IP 112.26.0.1.43445 > 112.26.0.8.36004: Flags [.], ack 2, win 4017, options [nop,nop,TS val 211879 ecr 4294966149,mptcp dss ack 1720219152], length 0

